age,ridge_surface_area,subduction_surface_area
838,2.807384371459109,2.8054642652525645
837,2.800018205659532,2.8023313057808363
836,2.7967579651189785,2.796801604866193
835,2.792694089613803,2.7928475645074777
834,2.787333955121297,2.7904578678150553
833,2.785119672069937,2.7872885898999384
832,2.784995583675378,2.7854883495130824
831,2.7829294570700354,2.782284851988478
830,2.7810970098295145,2.780644763779746
829,2.7807540063534257,2.7767033717223257
828,2.7783346307345487,2.7710960561102764
827,2.774935158442781,2.7679332931834204
826,2.7742451301728153,2.7650752918038504
825,2.770719405615601,2.76174857759793
824,2.770719405615601,2.76174857759793
823,2.770719405615601,2.76174857759793
822,2.770719405615601,2.76174857759793
821,2.770719405615601,2.76174857759793
820,3.4216494998968305,3.4282369247403843
819,3.4332364701452907,3.4297340229737365
818,3.4342801680269415,3.432885198460851
817,3.4342801680269415,3.4330615739476884
816,3.4342801680269415,3.433476132803329
815,3.4342801680269415,3.43348586319818
814,3.434110352836185,3.433476132803329
813,3.4342801680269415,3.43348586319818
812,3.4367479703732715,3.4345525514722377
811,3.4372948523225157,3.4367908214274805
810,3.4397949398520025,3.4367908214274805
809,3.772837111629386,3.777646100771199
808,3.785213529792381,3.7838697112323225
807,3.7855713251363428,3.785679592954284
806,3.7876904817091037,3.789033352804851
805,3.7895199731829208,3.7913367574373456
804,3.7895199731829208,3.7913367574373456
803,3.7895199731829208,3.7913367574373456
802,3.792824933650457,3.7920002808954174
801,3.795198056991776,3.794401729477725
800,3.7966690987099208,3.8004168351438534
799,5.458028626020784,5.490682540466466
798,5.465449075685285,5.497448634101693
797,5.469667969014019,5.506048838988231
796,5.478425430722153,5.513484984517408
795,5.483888987624722,5.522689650975121
794,5.491803279988213,5.527599406586979
793,5.497281035335176,5.536697751841571
792,5.518910650515492,5.555412958691191
791,5.527796035151206,5.56604995151026
790,5.527796035151206,5.577108366050264
789,5.527796035151206,5.5816055438401575
788,5.527796035151206,5.5907363785204005
787,5.535812018439524,5.5907363785204005
786,5.535812018439524,5.5920919641528055
785,5.535812018439524,5.599557756639726
784,5.52884993159494,5.600941579369187
783,5.52884993159494,5.602063097766197
782,5.52884993159494,5.643291247187444
781,5.52884993159494,5.655753568057597
780,5.535812018439524,5.660243309263224
779,5.728947044100234,5.862208348633561
778,5.763913556697948,5.883011519596625
777,5.851852207716989,5.905207417815553
776,5.851852207716989,5.911894779252938
775,5.851852207716989,5.924187507644558
774,5.851852207716989,5.924187507644558
773,5.851852207716989,5.924187507644558
772,5.851852207716989,5.924187507644558
771,5.8249148346395385,5.924187507644558
770,5.814294630019552,5.924187507644558
769,5.575893407529013,5.690862258233755
768,5.566804704273896,5.626075492562322
767,5.523756711418151,5.57116213289149
766,5.512567858306967,5.517345499092081
765,5.4944783300796525,5.495618781304375
764,5.479496023121121,5.477083439881487
763,5.442600451595217,5.445598404827024
762,5.420938402375382,5.4264086835525625
761,5.41966950493848,5.418450303470185
760,5.412190813671971,5.418108659294711
759,4.821241230401636,4.821648441117541
758,3.0896193725899743,3.0923958046633317
757,3.0803623313939763,3.0836392790908036
756,3.0707990267424856,3.0751257349035996
755,3.0695667759432292,3.070737865382715
754,3.0688771663059633,3.070293890185279
753,3.0671132271389228,3.070283567345288
752,3.0641033706877914,3.068343563796663
751,2.9351814705089394,2.942327683951414
750,2.9350737833928338,2.941242137969099
749,2.8307822268701917,2.8301451932578994
748,2.8304232121041504,2.8299940791634097
747,2.8302955665110785,2.828899279581508
746,2.8284562679631677,2.8282915390453
745,2.8266804730130684,2.82817329681825
744,2.827966636095022,2.82817329681825
743,2.8284562679631677,2.82817329681825
742,2.8284562679631677,2.828899279581508
741,2.8284562679631677,2.8299940791634097
740,2.8307822268701917,2.8301451932578994
739,2.8428348975605395,2.8418602491590637
738,2.8428348975605395,2.8418602491590637
737,2.8428348975605395,2.8418602491590637
736,2.8428348975605395,2.8418602491590637
735,2.8428348975605395,2.8418602491590637
734,2.8428348975605395,2.8418602491590637
733,2.833083228097549,2.8321652840206855
732,2.8316395956744826,2.829585140398295
731,2.829438715698848,2.827296610230178
730,2.8267199264938703,2.8272315861015107
729,2.8267199264938703,2.8272315861015107
728,2.8267199264938703,2.8272315861015107
727,2.8267199264938703,2.8272315861015107
726,2.8267199264938703,2.827296610230178
725,2.838989629072406,2.837518407718403
724,2.838989629072406,2.837518407718403
723,2.838989629072406,2.837518407718403
722,2.838989629072406,2.837518407718403
721,2.838989629072406,2.837518407718403
720,2.838989629072406,2.837518407718403
719,1.8483610014833793,1.8481010237194986
718,1.8286775946086122,1.8268774915336268
717,1.8140065570837889,1.811233952115767
716,1.8101949829244086,1.8082349298208933
715,1.8088788941629432,1.8080671852660595
714,1.8043962544545473,1.8051754689411232
713,1.7977326056355347,1.7973388086598399
712,1.795909295863846,1.7946220584632682
711,1.7947547712363932,1.79449702668352
710,1.7943195311733688,1.7920195858021803
709,1.7201730189508044,1.7201162845380897
708,1.715081652070866,1.713476682895322
707,1.7125266543071729,1.7119900300944344
706,1.7109950488429724,1.7111595009289835
705,1.7109950488429724,1.7111595009289835
704,1.7109950488429724,1.7111595009289835
703,1.7109950488429724,1.7111595009289835
702,1.7109950488429724,1.7111595009289835
701,1.7117887639825875,1.7113216049383388
700,2.64342353625634,2.6443317080622033
699,3.267737836489806,3.266316766024834
698,3.267737836489806,3.266316766024834
697,3.267737836489806,3.266316766024834
696,3.267737836489806,3.266316766024834
695,3.2734798046831592,3.269747599933077
694,3.2734798046831592,3.269747599933077
693,3.267737836489806,3.2676154157572106
692,3.2579265080102484,3.266316766024834
691,3.257130403922761,3.2555065211873124
690,3.2570344464366094,3.2554882845870927
689,3.2570344464366094,3.2548819788384797
688,3.25671962095114,3.2470003689341023
687,3.25671962095114,3.245874582436917
686,3.25671962095114,3.242631354218924
685,3.25671962095114,3.2419260172071542
684,3.2587701079714853,3.2419260172071542
683,3.260783495016606,3.2419260172071542
682,3.2627888307846353,3.245874582436917
681,3.264034603434703,3.2470003689341023
680,3.2694252427204873,3.271227035839137
679,3.2781953413713634,3.279122112579695
678,3.2797372495653034,3.2804178346228725
677,3.2805859349656257,3.281068256332262
676,3.283282903879138,3.2821637877038614
675,3.283885708623573,3.2827329560908343
674,3.283956518871477,3.285597677135477
673,3.2873736826073876,3.2872907680809664
672,3.288823701529081,3.2877428131039843
671,3.2889306546706805,3.2903895530383918
670,3.2900542441466594,3.29042218725998
669,3.2889306546706805,3.29042218725998
668,3.2889306546706805,3.29042218725998
667,3.2889306546706805,3.29042218725998
666,3.291722332425058,3.2913424356522416
665,3.29267677618806,3.2913424356522416
664,3.29267677618806,3.2913424356522416
663,3.292688946813947,3.293145396008834
662,3.296229740719128,3.296939079883255
661,3.2976388859826264,3.2979034437134627
660,3.299255944086208,3.2979034437134627
659,3.300081930493411,3.298474284788824
658,3.300081930493411,3.298474284788824
657,3.300081930493411,3.298474284788824
656,3.300081930493411,3.298781562282115
655,3.3003782955184486,3.2989498266941246
654,3.300081930493411,3.298474284788824
653,3.3003782955184486,3.2989498266941246
652,3.3003782955184486,3.2989498266941246
651,3.3032156956151084,3.3052822159071966
650,3.3820206233402113,3.379491706181352
649,3.3820206233402113,3.3799885468271422
648,3.3824469776411945,3.3801801917208087
647,3.383319246934105,3.380509236960338
646,3.3914083171832665,3.389967388778345
645,3.3914083171832665,3.389967388778345
644,3.392232718614936,3.390264666683321
643,3.392232718614936,3.390264666683321
642,3.392267857218194,3.3908365477632585
641,3.3935586455793785,3.3918031553966563
640,3.3937400777077564,3.3925433653177683
639,3.3937400777077564,3.3925433653177683
638,3.4179926377834304,3.4177343728168204
637,3.421923320880875,3.419362222810125
636,3.4221212813206496,3.4203477608197272
635,3.4229477549416796,3.4203865690077317
634,3.4471451755297746,3.454480476674595
633,3.452472718446698,3.4641460135624653
632,3.454916463846755,3.464511508477379
631,3.4562827682666226,3.4647104132564572
630,3.470994489594363,3.4753375128922572
629,3.528557602433627,3.5428015213549275
628,3.5456946117227224,3.5531969587701
627,3.5459098654897194,3.5535273217359897
626,3.548192712020889,3.555100662800787
625,3.550004600766694,3.5553597967416155
624,3.5804246935806923,3.584676462419888
623,3.5890936578672394,3.593951223905702
622,3.602531561118628,3.603324775660058
621,3.602531561118628,3.603324775660058
620,3.602531561118628,3.603324775660058
619,3.602531561118628,3.603324775660058
618,3.602531561118628,3.603324775660058
617,3.602531561118628,3.603324775660058
616,3.564226819611114,3.5702860070040923
615,3.545777335355355,3.569346573449672
614,3.5384058182805154,3.565925024012194
613,3.478437498144849,3.4771742068199725
612,3.478437498144849,3.4771742068199725
611,3.478437498144849,3.4771742068199725
610,3.4718345617126936,3.4730470320897653
609,3.4686774940511467,3.470671112087963
608,3.4686774940511467,3.4698445808104084
607,3.478437498144849,3.468899307715748
606,3.480634748810457,3.4683349618893087
605,3.481571952499544,3.470671112087963
604,3.481571952499544,3.4660426685215553
603,3.483686155878506,3.4660426685215553
602,3.4837174392574806,3.4660426685215553
601,3.4837174392574806,3.4660426685215553
600,3.4858581922383514,3.4829944948685876
599,3.529293797145318,3.524312759190943
598,3.5302839084924207,3.5243267405569565
597,3.5349063952237456,3.5286063786012534
596,3.5366797326387673,3.5293221437672915
595,3.539663301122149,3.5305302854176785
594,3.540009052441924,3.5314269639991056
593,3.540330370680324,3.5336868763482197
592,3.546811122938328,3.5389185529762104
591,3.547893864616843,3.5410361186244335
590,3.5960477560909836,3.5890412123728317
589,4.804668287650101,4.801430902202108
588,5.2388871451337415,5.215289637441001
587,5.2527945349030745,5.227000997734594
586,5.255157107188192,5.238059164726182
585,5.267412813409768,5.246193582796182
584,5.282084990679505,5.260635464959427
583,5.284536091150437,5.2878136883370574
582,5.290039111778964,5.305135634834331
581,5.29472746953667,5.305609351759263
580,5.299952195256329,5.334346071230677
579,5.406270870950755,5.412386174365498
578,5.411982173123494,5.414978826707152
577,5.415947455122434,5.422203420828173
576,5.502747247541659,5.4851779657620785
575,5.5114832138958105,5.4967397099976925
574,5.5147344169687464,5.520919221309326
573,5.5212398449206805,5.524630327568398
572,5.54802339128457,5.527284931875282
571,5.548616043593458,5.553653374341756
570,5.86867007046587,5.870676584266248
569,5.86867007046587,5.870676584266248
568,5.86867007046587,5.870676584266248
567,5.86867007046587,5.870676584266248
566,5.86867007046587,5.870676584266248
565,5.86867007046587,5.870676584266248
564,5.86867007046587,5.870676584266248
563,5.8536982321954385,5.859443893866328
562,5.7903624836490195,5.793365083896509
561,5.781587605884154,5.781735592280422
560,5.768203708391185,5.7714103591591
559,5.764942379393435,5.770292124277045
558,5.692782606726451,5.687107611323424
557,5.692782606726451,5.687107611323424
556,5.692782606726451,5.687107611323424
555,5.692782606726451,5.687107611323424
554,5.652193028919788,5.643144471639918
553,5.692782606726451,5.687107611323424
552,5.711097075138917,5.707479385324894
551,5.7347233051246755,5.727354466950019
550,5.755743967330283,5.747226772354741
549,6.100162433454231,6.109048908805655
548,6.102893805564181,6.113686755395006
547,6.102893805564181,6.114949827059594
546,6.102893805564181,6.115767402884862
545,6.111795758133813,6.116119966974906
544,6.111795758133813,6.116119966974906
543,6.102893805564181,6.116119966974906
542,6.102878549580119,6.116119966974906
541,6.102878549580119,6.114949827059594
540,6.101929001383941,6.114949827059594
539,4.007591017182707,4.008029770986468
538,3.5098428133960424,3.5313215701016545
537,3.486751667157803,3.5293613177218486
536,3.4852740887211215,3.517454313497289
535,3.4852740887211215,3.5136620140961217
534,3.4852740887211215,3.5136620140961217
533,3.486751667157803,3.517454313497289
532,3.49462237714004,3.5293613177218486
531,3.49462237714004,3.5300149934470206
530,3.5369458074140185,3.5300149934470206
529,3.56117070274027,3.5484338103412885
528,3.56117070274027,3.5527160584717916
527,3.56117070274027,3.5527160584717916
526,3.56117070274027,3.5527160584717916
525,3.56117070274027,3.556978413668067
524,3.56117070274027,3.556978413668067
523,3.5555147729743646,3.5527160584717916
522,3.534172690474865,3.5487657801848216
521,3.5195012541085173,3.5484338103412885
520,3.5115230350625533,3.545499837759711
519,3.4993914538082795,3.507681905526733
518,3.0785983184472667,3.088866298168486
517,3.0708910715443483,3.072051199488951
516,3.06209921374766,3.0689743358773973
515,3.0602474844290097,3.0667065924566876
514,3.0602474844290097,3.065850059054784
513,3.0604739192772987,3.065850059054784
512,3.06209921374766,3.0689743358773973
511,3.0708910715443483,3.072051199488951
510,3.0708910715443483,3.072051199488951
509,3.1225729089191003,3.1170609125661892
508,3.1225729089191003,3.1170609125661892
507,3.1225729089191003,3.1170609125661892
506,3.1225729089191003,3.1170609125661892
505,3.1225729089191003,3.1170609125661892
504,3.130308942618007,3.1320434187769424
503,3.130308942618007,3.1320434187769424
502,3.130308942618007,3.1320434187769424
501,3.130308942618007,3.1320434187769424
500,3.725648299139131,3.731791447319575
499,3.725648299139131,3.731791447319575
498,3.725648299139131,3.731791447319575
497,3.7293947284873448,3.731791447319575
496,3.7293947284873448,3.731791447319575
495,3.7293947284873448,3.731791447319575
494,3.726757377585497,3.7298947194203955
493,3.725648299139131,3.7298947194203955
492,3.7249589933791656,3.7298947194203955
491,3.720212470156245,3.7298947194203955
490,3.7195451022580217,3.7298947194203955
489,3.720212470156245,3.7867961950357425
488,3.7249589933791656,3.7867961950357425
487,3.7249589933791656,3.7867961950357425
486,3.7254205499709756,3.7867961950357425
485,3.7254205499709756,3.7867961950357425
484,3.7270221450849372,3.85913777797177
483,3.7415568609224623,3.9393532743697564
482,3.762671751971961,3.9393532743697564
481,3.7928808948859136,3.9393532743697564
480,4.143454029551347,4.156776497300883
479,4.32627389468803,4.259739919054263
478,4.389720149617078,4.357688808764817
477,4.404055620187625,4.383112191540302
476,4.420608735861902,4.41744607424251
475,4.4256128735375,4.4348125879428135
474,5.030216458008839,5.0659831701394715
473,5.039239600817664,5.071996861600232
472,5.142222597958669,5.178393697028006
471,5.173456636083822,5.191109279395776
470,6.736033813543832,6.635017917843845
469,6.747104209003339,6.706390691690623
468,6.747104209003339,6.706390691690623
467,6.747104209003339,6.706390691690623
466,6.747104209003339,6.706390691690623
465,6.747104209003339,6.706390691690623
464,6.736033813543832,6.681878240443426
463,6.704705385939732,6.635017917843845
462,6.622860054596952,6.4599540929611425
461,6.396797892745596,6.298801329133026
460,6.231685580988851,6.020184962980275
459,5.645999583817466,5.584065838856368
458,5.645999583817466,5.584065838856368
457,5.645999583817466,5.584065838856368
456,5.645999583817466,5.584065838856368
455,5.645999583817466,5.584065838856368
454,5.465545310915146,5.463681387926657
453,5.728750148051085,5.721198115480845
452,5.737040929966244,5.736426577298321
451,5.742460242982332,5.744918493088695
450,5.756683097124353,5.75861467194104
449,6.668960187302271,6.669313297472925
448,6.668960187302271,6.669313297472925
447,6.668960187302271,6.669313297472925
446,6.668960187302271,6.669313297472925
445,6.668960187302271,6.669313297472925
444,6.668960187302271,6.669313297472925
443,6.668960187302271,6.669313297472925
442,6.668960187302271,6.669313297472925
441,6.668960187302271,6.669313297472925
440,6.668960187302271,6.669313297472925
439,7.326865772994591,7.4825008418180365
438,7.361066529970775,7.486796889320708
437,7.378508325665597,7.486796889320708
436,7.567911705596243,7.561825517331473
435,7.611249742655789,7.6035978727296065
434,7.611249742655789,7.6035978727296065
433,7.567911705596243,7.561825517331473
432,7.378508325665597,7.486796889320708
431,7.361066529970775,7.4825008418180365
430,7.326865772994591,7.470609223358351
429,7.287329449974566,7.295307889901162
428,7.287329449974566,7.295307889901162
427,7.287329449974566,7.295307889901162
426,7.287329449974566,7.295307889901162
425,7.287329449974566,7.295307889901162
424,7.287329449974566,7.295307889901162
423,7.287329449974566,7.295307889901162
422,7.287329449974566,7.295307889901162
421,7.287329449974566,7.295307889901162
420,7.2861648266562336,7.295307889901162
419,6.427387172370452,6.423734964333986
418,6.386727177571261,6.384463465367835
417,6.386727177571261,6.384463465367835
416,6.386727177571261,6.384463465367835
415,6.386727177571261,6.384463465367835
414,6.427387172370452,6.423734964333986
413,6.386727177571261,6.384463465367835
412,6.386727177571261,6.384463465367835
411,6.386727177571261,6.384463465367835
410,6.386727177571261,6.384463465367835
409,6.386727177571261,6.384463465367835
408,5.66227172325383,5.658620452152773
407,5.58336946426449,5.571100890120516
406,5.580641263698651,5.566171515095485
405,5.538132823171183,5.562273974368305
404,5.538132823171183,5.562273974368305
403,5.524068566578933,5.5458918707037
402,5.515054187376188,5.525543888345648
401,5.5138908593986615,5.5146067173267195
400,5.480937773705347,5.47952511061109
399,5.461221666674641,5.460606624262046
398,4.487266865398309,4.487633323473298
397,4.457152336063976,4.462071610129122
396,4.434102239274322,4.433630057049264
395,4.409400970845926,4.407551421164767
394,4.409400970845926,4.407551421164767
393,4.409400970845926,4.407551421164767
392,4.409400970845926,4.407551421164767
391,4.409400970845926,4.407551421164767
390,4.444702608303523,4.4333797442437195
389,4.949896542137768,4.952500760492116
388,4.949896542137768,4.952500760492116
387,4.961459141104932,4.9670093940038145
386,4.961459141104932,4.9670093940038145
385,4.961459141104932,4.9670093940038145
384,4.961459141104932,4.9670093940038145
383,4.95852200128384,4.958692484458372
382,4.949896542137768,4.952500760492116
381,4.940423637770156,4.940726595453883
380,4.936697900367059,4.940062259101933
379,4.713251760086675,4.711527904951278
378,4.435802816522595,4.436503607271858
377,4.420092338757241,4.4209571197054816
376,4.402200358813948,4.392457469149691
375,4.390402115603786,4.3840501279824755
374,4.379186676868064,4.376783241076784
373,4.379186676868064,4.376783241076784
372,4.379186676868064,4.376783241076784
371,4.379186676868064,4.376783241076784
370,4.379186676868064,4.376783241076784
369,5.030865669678372,5.029905463442239
368,5.036848623448011,5.032534264029514
367,5.054166612778455,5.048620457311734
366,5.063846381173017,5.061625509882676
365,5.180347210273315,5.20968735658958
364,5.187016168401314,5.215551694306558
363,5.191161275109308,5.216217267824332
362,5.2172945376539985,5.238434911013347
361,5.252819506754349,5.247199435692632
360,5.742795299606069,5.721588494545891
359,6.837882292295357,7.398718144728165
358,6.950192028656176,7.424389984150134
357,7.015508037209739,7.436044375769241
356,7.015508037209739,7.436044375769241
355,7.015508037209739,7.436044375769241
354,7.015508037209739,7.436044375769241
353,6.950192028656176,7.424389984150134
352,6.9304983320939435,7.398718144728165
351,6.9304983320939435,6.933759217090039
350,6.690774317312825,6.770566116456231
349,6.677861275898303,6.767609741421051
348,6.147007196731918,6.147496329350865
347,6.125178713555081,6.121766848778767
346,6.125178713555081,6.118471338156977
345,6.115600471735228,6.1104562444561275
344,6.115600471735228,6.1104562444561275
343,6.115600471735228,6.1104562444561275
342,6.125178713555081,6.118471338156977
341,6.139395752146109,6.121766848778767
340,6.258800504741009,6.263040020652686
339,6.446789881164055,6.471350287755517
338,6.475768651538706,6.5024332516694985
337,6.522114100565582,6.518201962747229
336,6.522114100565582,6.518201962747229
335,6.522114100565582,6.518201962747229
334,6.522114100565582,6.518201962747229
333,6.522114100565582,6.518201962747229
332,6.522114100565582,6.518201962747229
331,6.5314250843754,6.535599164833829
330,6.549430970677901,6.549011189947059
329,7.420424731959003,7.392816259286616
328,7.478134524581256,7.401228897429815
327,7.4823908468950595,7.419237557171373
326,7.482929999950489,7.44018071874392
325,7.485658121726178,7.455598149271554
324,7.488487637868117,7.471326512532111
323,7.488487637868117,7.471326512532111
322,7.488487637868117,7.471326512532111
321,7.488487637868117,7.44018071874392
320,7.488487637868117,7.419237557171373
319,7.4823908468950595,7.401228897429815
318,6.62128397829636,6.572217742297366
317,6.5696522611571515,6.546253735940284
316,6.538370299847154,6.530527306115439
315,6.506994903986899,6.522691547287949
314,6.417145144098161,6.412718535937908
313,6.411832201214917,6.409715268599649
312,6.40300947212721,6.40525695635884
311,6.385822702561376,6.39081348755527
310,6.38358875444486,6.390604501652792
309,5.97088186510653,5.98255347462763
308,4.337983333156503,4.354346584696612
307,4.324449729932929,4.31262308528023
306,4.301423753473049,4.246860293808188
305,4.072805179568618,4.0317214819862865
304,4.025283381127409,4.0317214819862865
303,4.025283381127409,4.0317214819862865
302,4.025283381127409,4.0317214819862865
301,4.025283381127409,4.0317214819862865
300,4.025283381127409,4.083739937261307
299,4.141106774373338,4.14650261890581
298,4.141106774373338,4.14650261890581
297,4.141106774373338,4.14650261890581
296,4.141106774373338,4.14650261890581
295,4.141106774373338,4.14650261890581
294,4.141106774373338,4.14650261890581
293,4.13255906882064,4.139511532981293
292,4.129840164714547,4.136535052563189
291,4.121968708982109,4.131946788365605
290,4.11810167125368,4.127712089000428
289,4.1104923786069065,4.123373043127641
288,3.9732166234206114,4.018505152041204
287,3.9710954258911153,4.01553895637131
286,3.9630406671667022,4.010704094536535
285,3.9589165750743587,4.00852200701122
284,3.957442227918685,4.007253412645837
283,3.9589165750743587,4.00852200701122
282,3.9630406671667022,4.010704094536535
281,3.9710954258911153,4.01553895637131
280,3.9732166234206114,4.018505152041204
279,4.054666778421924,4.055609363512488
278,4.230878373042646,4.117712708623711
277,4.230878373042646,4.141935806802651
276,4.230878373042646,4.162396054798362
275,4.230878373042646,4.196331680182378
274,4.2790550914779,4.207568933014091
273,4.2790550914779,4.207568933014091
272,4.2790550914779,4.218069718968249
271,4.2790550914779,4.2317348148990535
270,4.398761456600601,4.398339453825252
269,4.866339473724099,4.81333020649549
268,4.866339473724099,4.81333020649549
267,4.866339473724099,4.81333020649549
266,4.866339473724099,4.81333020649549
265,4.866339473724099,4.81333020649549
264,4.866339473724099,4.81333020649549
263,4.866339473724099,4.81333020649549
262,4.866339473724099,4.81333020649549
261,4.866339473724099,4.81333020649549
260,4.866339473724099,4.81333020649549
259,5.041166934185911,5.040656269910933
258,5.0501144333418075,5.049531343400502
