age,ridge_surface_area,subduction_surface_area
1000,2.037887085200122,2.0462703486768286
999,2.037887085200122,2.0462703486768286
998,2.037887085200122,2.0462703486768286
997,2.0379815180625034,2.044075608996503
996,2.0379815180625034,2.0419662864575354
995,2.0817892359564216,2.0419662864575354
994,2.086169923024283,2.0419662864575354
993,2.0897111686106946,2.031962525676533
992,2.093976632430839,2.027568473607031
991,2.1095514805658193,2.0237187262590792
990,2.112533496086945,2.0065373268632656
989,2.1264701466965628,1.984111778501703
988,2.1299333348776943,1.9662569931618108
987,2.135430473711625,1.9587675598369336
986,2.148746748708032,1.9524369734637175
985,2.1565837719175107,1.9450162935022817
984,2.1580339558684805,1.9366853356171412
983,2.170745177870762,1.932436659390798
982,2.176229165662883,1.9297613923670505
981,2.176229165662883,1.9275458004526853
980,2.1766515171014738,1.924808120168736
979,2.177196383449699,1.9247458029010351
978,2.1776116383387443,1.9137024087896082
977,2.1776116383387443,1.9137024087896082
976,2.1776116383387443,1.9137024087896082
975,2.1776116383387443,1.9137024087896082
974,2.177196383449699,1.9137024087896082
973,2.168511994641133,2.014955170971999
972,2.0232797410548,2.0159512797822585
971,2.020624896443467,2.018263137307625
970,2.020624896443467,2.0183255606188757
969,2.020624896443467,2.0208344962756954
968,2.0198913995522907,2.0208344962756954
967,2.0198913995522907,2.0208344962756954
966,2.020624896443467,2.0208344962756954
965,2.0213557991719546,2.020900684883862
964,2.0213557991719546,2.020900684883862
963,2.0213557991719546,2.020900684883862
962,2.0220670326701087,2.0216471964233005
961,2.023680633316652,2.0237149062055195
960,2.023680633316652,2.0237149062055195
959,2.023680633316652,2.0237149062055195
958,2.0237508135141313,2.0248730420876195
957,2.0248775906270824,2.025845001734842
956,2.0299196339731904,2.0306214278881303
955,2.042091319021921,2.0417099257564777
954,2.042091319021921,2.0417099257564777
953,2.042091319021921,2.0417099257564777
952,2.042091319021921,2.0417099257564777
951,2.042091319021921,2.0417099257564777
950,2.042091319021921,2.0417099257564777
949,2.0155158674665437,2.014727340766686
948,2.0144188244648995,2.013756068156545
947,2.0121682425086824,2.011950968135061
946,2.012135458898707,2.0113595029717066
945,2.012135458898707,2.0113595029717066
944,2.012135458898707,2.0113595029717066
943,2.0121682425086824,2.011950968135061
942,2.0155158674665437,2.014727340766686
941,2.0157882551228536,2.0148968747187865
940,2.414062704099555,2.3768029523566403
939,2.57972047640667,2.585671716256839
938,2.5852434264427346,2.587775991903026
937,2.5856044213651965,2.5900809970578997
936,2.5879342515505592,2.5964026787192918
935,2.5887118418084754,2.5997649246026153
934,2.6025901369238076,2.611844594227072
933,2.611813362328922,2.6149579426153244
932,2.616594537945554,2.618262917446209
931,2.6214532099039576,2.6221416270313513
930,2.8932742803286464,2.892899742145104
929,2.921961397152331,2.9225344188229743
928,2.9223824153682965,2.9234327341727426
927,2.9236399431943165,2.9243619171955366
926,2.924956922833915,2.9254984233220225
925,2.9257505660624297,2.9258474623423343
924,2.9292173507267694,2.92931364178012
923,2.929407839639642,2.930093947023716
922,2.9297532571215212,2.9306512603974553
921,2.9308423430168684,2.932059872415936
920,2.9310924535268525,2.9323357067047966
919,2.938761324297523,2.9392205986259605
918,2.938944998328406,2.939848969404991
917,2.940173322746427,2.939874433414116
916,2.9406068839317467,2.939927341887649
915,2.941747023813433,2.9404415760827316
914,2.950510280209258,2.9505007703714683
913,2.9526467789366415,2.9520729932624916
912,2.962540529587692,2.962281220459631
911,2.9636695990137354,2.963160879197659
910,2.9639103236938755,2.9634908819851176
909,2.9746090541209123,2.9741695807337134
908,2.9746239838336628,2.9742578507078035
907,2.9754581923353687,2.9749835873463155
906,2.9762410935434658,2.975583689304778
905,2.977391244166518,2.976079508275142
904,2.989801611873908,2.987854797890733
903,2.989801611873908,2.987854797890733
902,2.989801611873908,2.987854797890733
901,2.989801611873908,2.987854797890733
900,2.989801611873908,2.987854797890733
899,2.989801611873908,2.987854797890733
898,2.717046009693388,2.7179664953024596
897,2.7150428767819577,2.714079492909918
896,2.7111895048425754,2.711290964025636
895,2.7086074407804532,2.7076497539676425
894,2.7035030751121614,2.7053618390969234
893,2.700543882269261,2.7000723962776303
892,2.698112377693467,2.69679581749773
891,2.6950758807177824,2.6944334366550735
890,2.6924600251257744,2.6913337185624595
889,2.5761519060942044,2.5755895415959906
888,2.5744948168562543,2.5745532839659955
887,2.5744948168562543,2.5745532839659955
886,2.5744948168562543,2.5745532839659955
885,2.5744948168562543,2.5745532839659955
884,2.5748732344131664,2.5755895415959906
883,2.5761519060942044,2.5760638289043842
882,2.5763894422002727,2.5768525026059512
881,2.578994977143693,2.5777014403168907
880,2.579345984467373,2.5784616655428008
879,2.5796752681128945,2.5795167934577052
878,2.5797677447028775,2.5800369370719776
877,2.5830844206850396,2.581187972279174
876,2.5833800912208114,2.583679132234919
875,2.5868963889003345,2.5847651827881557
874,2.5868963889003345,2.5847651827881557
873,2.5873089088861367,2.585031905768347
872,2.5874959314177515,2.5855446201076524
871,2.5903622031075115,2.587934655927274
870,2.6266170459614804,2.6204170913902622
869,3.0183433778223048,3.0169186852360093
868,3.0183433778223048,3.0169186852360093
867,3.0183433778223048,3.0169186852360093
866,3.0183433778223048,3.0169186852360093
865,3.0183433778223048,3.0169186852360093
864,3.0183433778223048,3.0169186852360093
863,3.0162107862847596,3.015581604501199
862,3.015409615245913,3.0135612149215465
861,3.0134321007553084,3.0113002164464246
860,3.0110341677797714,3.0077703728042446
859,3.0101186397854165,3.007255276851422
858,3.0091772101137457,3.007082760687546
857,3.0080085955633975,3.0065884694796585
856,3.0069188162070213,3.0064266001453284
855,3.006317019175977,3.0060473489816255
854,3.005255969194556,3.0038429589461555
853,3.004507064658367,3.002491137975156
852,3.004197264877738,3.0023111897359476
851,3.00359281254018,3.0018033414094605
850,3.0018322779169733,2.992339210657821
849,2.862134419213259,2.864354582934594
848,2.853795297612524,2.860204005546753
847,2.84897795577914,2.8552313312240742
846,2.8480967733311893,2.8504293139552823
845,2.842245837994595,2.8450012752461746
844,2.842245837994595,2.8450012752461746
843,2.8353017183763933,2.8359479927764824
842,2.8306344847894684,2.832616260902966
841,2.8273388216073334,2.828166073155735
840,2.8240780955725837,2.8240223288862567
839,2.8107712506417215,2.8086799958694786
