#	sediment carbon storage scaled from 5 to 20% to reflect net pelagic storage gain
#	reflecting stepwise increased silicate erosion from exposure of continents 
#	during post-90 Ma eustatic sea level fall and continental collisions post 50 Ma
#	in the context of migration of carbonate sediment from shallow to deep regions
#	Storage between 90 and 50 Ma is scaled by 5% (ramped up from 0 to 5% between 90 and 80 Ma)
# 	Storage after 50 Ma is scaled by 20% with a ramp between 50 and 35 Ma 
#	gradually rising from 5 to 15%
#	min, mean, max	in units of Mt C/yr	
0	42.20	47.70	53.00
1	42.20	47.70	53.00
2	42.20	47.70	53.00
3	42.42	47.72	53.02
4	43.39	48.82	54.25
5	46.16	51.93	57.69
6	47.79	53.76	59.73
7	47.36	53.28	59.19
8	47.21	53.11	59.00
9	47.21	53.11	59.00
10	43.75	49.23	54.70
11	42.77	48.12	53.47
12	41.14	46.28	51.43
13	37.72	42.43	47.15
14	36.62	41.20	45.79
15	35.32	39.74	44.16
16	35.32	39.74	44.16
17	35.32	39.74	44.16
18	35.34	39.77	44.19
19	37.72	42.43	47.15
20	37.11	41.75	46.40
21	39.30	44.22	49.13
22	42.01	47.27	52.52
23	42.01	47.27	52.52
24	42.13	47.39	52.65
25	42.13	47.39	52.65
26	39.50	44.44	49.38
27	37.57	42.28	46.98
28	36.95	41.57	46.19
29	36.56	41.14	45.71
30	36.03	40.54	45.05
31	35.76	40.24	44.72
32	32.17	36.20	40.23
33	26.82	30.17	33.53
34	26.19	29.46	32.73
35	25.09	28.23	31.37
36	23.87	26.86	29.85
37	22.55	25.37	28.18
38	21.23	23.89	26.55
39	18.66	21.01	23.36
40	16.76	18.87	20.98
41	13.12	14.76	16.39
42	12.24	13.77	15.30
43	11.23	12.63	14.03
44	10.37	11.66	12.95
45	9.52	10.71	11.90
46	8.66	9.74	10.82
47	7.75	8.72	9.68
48	7.22	8.12	9.03
49	6.45	7.26	8.07
50	5.87	6.60	7.34
51	4.89	5.50	6.11
52	4.86	5.47	6.08
53	4.98	5.61	6.23
54	5.18	5.82	6.47
55	5.39	6.07	6.75
56	5.32	5.99	6.66
57	5.28	5.94	6.60
58	5.16	5.81	6.45
59	5.03	5.66	6.28
60	5.16	5.81	6.45
61	5.16	5.81	6.45
62	5.15	5.80	6.44
63	5.06	5.69	6.32
64	5.02	5.65	6.28
65	5.00	5.62	6.25
66	4.95	5.57	6.18
67	4.92	5.53	6.15
68	4.41	4.96	5.51
69	4.36	4.90	5.45
70	4.10	4.61	5.12
71	3.86	4.34	4.82
72	3.69	4.15	4.61
73	3.61	4.06	4.51
74	3.41	3.83	4.26
75	3.48	3.92	4.35
76	3.35	3.77	4.18
77	3.34	3.75	4.16
78	3.30	3.71	4.12
79	3.29	3.70	4.12
80	3.06	3.44	3.83
81	2.40	2.70	3.01
82	2.01	2.25	2.50
83	1.96	2.19	2.43
84	1.83	2.05	2.26
85	1.81	2.03	2.25
86	1.70	1.90	2.10
87	1.45	1.63	1.80
88	1.09	1.22	1.35
89	0.75	0.84	0.93
90	0.38	0.42	0.47
