100	-105.193	53.425	Canada
100	-105.196	53.418	Canada
103	-115.131	56.984	Canada
103.4	-104.774	53.224	Canada
104	-96.723	39.430	United States
125	-79.505	47.641	Canada
134	-79.801	47.473	Canada
136	-83.782	52.697	Canada
138.8	-79.745	47.452	Canada
142	-79.372	47.569	Canada
142	-79.759	47.490	Canada
146	-76.535	42.455	United States
146	-79.951	48.477	Canada
149	-79.917	39.893	United States
152	-79.707	47.471	Canada
152	28.552	-30.083	Lesotho
152.1	-80.185	48.483	Canada
152.6	-79.751	48.116	Canada
152.6	-79.756	48.124	Canada
153	-79.951	48.477	Canada
153.7	-79.772	47.452	Canada
154	-79.678	47.437	Canada
154	-80.195	48.463	Canada
155	-79.717	47.479	Canada
155.3	-79.835	48.142	Canada
155.5	-79.914	48.282	Canada
155.6	-79.909	48.215	Canada
156	-79.801	48.282	Canada
156.9	-79.880	48.220	Canada
158.9	-79.877	48.251	Canada
159	-79.884	48.236	Canada
160	-83.595	52.761	Canada
160	-83.721	52.666	Canada
160	-83.724	52.660	Canada
160	-83.755	52.613	Canada
160	-83.788	52.764	Canada
160	-83.802	52.760	Canada
160	-83.810	52.778	Canada
160	-83.822	52.741	Canada
160	-83.850	52.842	Canada
160	-83.905	52.834	Canada
160	-83.913	52.836	Canada
165	-80.218	48.473	Canada
170	-112.777	67.164	Canada
170	-113.202	67.139	Canada
170	-83.838	52.793	Canada
170	-83.841	52.790	Canada
170	139.013	-33.147	Australia
172	138.340	-32.373	Australia
173.1	-111.467	66.014	Canada
175	-59.211	55.019	Canada
176	-83.885	52.832	Canada
177	-83.897	52.846	Canada
179	-83.887	52.826	Canada
180	-83.878	52.827	Canada
180	-88.177	46.175	United States
190	-83.611	52.760	Canada
190	-83.768	52.890	Canada
200	-91.201	63.142	Canada
214	-90.860	63.057	Canada
235	-114.969	50.092	Canada
