,times,Raw_rift_length,Raw_rift_length_multiplier,yhat_rifts_15,yhat_rifts_21
468,468.0,3564.658671,6370,4317.711690733335,3947.137064666665
469,469.0,3564.658671,6370,4403.613208800001,4178.240942857142
470,470.0,8417.840112,6370,4489.514726866668,4479.675811190475
471,471.0,4853.181442,15000,4575.416244933334,4611.365028523808
472,472.0,4853.181442,8670,4661.317763000001,4743.054245857142
473,473.0,4853.181442,8670,4845.682667266667,4874.743463190474
474,474.0,4853.181442,8670,5030.047571533333,5006.432680523808
475,475.0,4853.181442,8670,5214.412475800001,5138.121897857141
476,476.0,4853.181442,8670,5398.777380066666,5269.811115190475
477,477.0,4853.181442,8670,5583.142284333333,5401.500332523808
478,478.0,4853.181442,8670,5443.9617592,5533.18954985714
479,479.0,4853.181442,8670,5542.4251454000005,5664.878767190473
480,480.0,6330.132235,8670,5640.8885316000005,5964.219877714282
481,481.0,6330.132235,11300,5739.351917800001,6032.457110095234
482,482.0,6330.132235,11300,5837.815304000001,6270.4399934285675
483,483.0,6330.132235,11300,6170.991340666667,6508.4228767619015
484,484.0,6330.132235,11300,6504.167377333334,6746.405760095235
485,485.0,6330.132235,11300,6837.343414,6984.388643428568
486,486.0,6330.132235,11300,7170.519450666667,7222.371526761901
487,487.0,6330.132235,11300,7503.695487333333,7460.354410095234
488,488.0,6330.132235,11300,7738.4081378,7572.21235880952
489,489.0,6330.132235,11300,7973.120788266667,7684.070307523805
490,490.0,9850.821992,11300,8207.833438733334,7795.928256238091
491,491.0,9850.821992,17600,8265.971180733333,7808.5613002380915
492,492.0,9850.821992,17600,8324.108922733334,7821.1943442380925
493,493.0,9850.821992,17600,8382.246664733333,7833.827388238093
494,494.0,9850.821992,17600,8399.932926333335,7846.460432238093
495,495.0,9850.821992,17600,8417.619187933335,7968.826726904758
496,496.0,9850.821992,17600,8435.305449533336,8091.193021571425
497,497.0,9850.821992,17600,8452.991711133336,8213.55931623809
498,498.0,7202.198365,17600,8389.591873200003,8335.925610904758
499,499.0,7202.198365,12900,8326.19203526667,8458.291905571425
500,500.0,7202.198365,12900,8262.792197333336,8580.658200238091
501,501.0,6595.426159,12900,8199.3923594,8535.372601714284
502,502.0,6595.426159,11800,8135.992521466668,8490.087003190472
503,503.0,6595.426159,11800,8072.592683533335,8444.801404666663
504,504.0,6595.426159,11800,8009.192845600001,8399.515806142854
505,505.0,8899.824423,11800,7945.793007666668,8416.517613666663
506,506.0,8899.824423,11800,8058.968078200001,8433.519421190473
507,507.0,8899.824423,15900,8172.143148733335,8450.521228714282
508,508.0,8899.824423,15900,8372.520587733336,8467.523036238092
509,509.0,8899.824423,15900,8613.349507133336,8610.64977838095
510,510.0,8899.824423,15900,8854.178426533335,8753.776520523807
511,511.0,8899.824423,15900,9095.007345933336,8896.903262666663
512,512.0,8899.824423,15900,9335.836265333335,9068.923919380952
513,513.0,8899.824423,15900,9423.038633800003,9240.944576095237
514,514.0,8899.824423,15900,9510.241002266668,9412.965232809522
515,515.0,10207.85995,15900,9597.443370733334,9584.985889523807
516,516.0,10207.85995,15900,9684.645739200001,9542.294352238094
517,517.0,10207.85995,18200,9771.848107666669,9499.602814952379
518,518.0,10207.85995,18200,9859.050476133336,9456.911277666664
519,519.0,10207.85995,18200,9799.282323933336,9414.21974038095
520,520.0,10207.85995,18200,9739.514171733335,9371.528203095235
521,521.0,10207.85995,18200,9679.746019533335,9328.83666580952
522,522.0,10207.85995,18200,9619.977867333335,9286.145128523805
523,523.0,10207.85995,18200,9473.007346666667,9243.45359123809
524,524.0,10207.85995,18200,9326.036826,9200.762053952376
525,525.0,10207.85995,18200,9179.066305333334,9158.070516666661
526,526.0,8003.30214,18200,9032.095784666666,9053.09157333333
527,527.0,8003.30214,18200,8885.125264,8948.112629999996
528,528.0,8003.30214,14300,8738.154743333333,8843.133686666662
529,529.0,8003.30214,14300,8591.184222666667,8738.154743333329
530,530.0,8003.30214,14300,8444.213702,8810.239768571424
531,531.0,8003.30214,14300,8297.243181333333,8820.037387619042
532,532.0,8003.30214,14300,8150.272660666667,8829.83500666666
533,533.0,8003.30214,14300,8251.191696,8839.632625714281
534,534.0,8003.30214,14300,8411.878883333335,8849.4302447619
535,535.0,8003.30214,14300,8572.566070666668,8859.22786380952
536,536.0,8003.30214,14300,8733.253258,8869.025482857138
537,537.0,8003.30214,14300,8893.940445333334,8983.802045238092
538,538.0,8003.30214,14300,9054.627632666667,9098.578607619043
539,539.0,8003.30214,14300,9215.31482,9213.355169999995
540,540.0,11721.64548,14300,9376.002007333333,9430.175917142853
541,541.0,10413.60995,14300,9536.689194666666,9437.907695476186
542,542.0,10413.60995,20900,9697.376381999999,9445.63947380952
543,543.0,10413.60995,18600,10000.925427999999,9453.371252142855
544,544.0,10413.60995,18600,10011.749917666666,9461.103030476188
545,545.0,10413.60995,18600,10022.574407333334,9468.834808809523
546,546.0,10413.60995,18600,10033.398897000001,9476.566587142855
547,547.0,10413.60995,18600,10044.223386666667,9484.298365476188
548,548.0,10413.60995,18600,9807.158320333334,9492.030143809523
549,549.0,10413.60995,18600,9657.295622666668,9499.761922142854
550,550.0,12556.53783,18600,9507.432925000003,9507.493700476189
551,551.0,8165.669485,18600,9357.570227333335,9338.161510238093
552,552.0,8165.669485,22400,9207.707529666668,9231.116726190476
553,553.0,8165.669485,14600,9057.844832,9124.071942142855
554,554.0,8165.669485,14600,8907.982134333333,9017.027158095236
555,555.0,8165.669485,14600,8758.119436666668,8909.982374047617
556,556.0,8165.669485,14600,8608.256739,8802.937589999998
557,557.0,8165.669485,14600,8458.394041333333,8695.89280595238
558,558.0,8165.669485,14600,8165.669485,8588.84802190476
559,559.0,8165.669485,14600,8165.669485,8481.803237857142
560,560.0,8165.669485,14600,8165.669485,8823.790903571427
561,561.0,8165.669485,14600,8165.669485,8973.761643095237
562,562.0,8165.669485,14600,8165.669485,9332.82135142857
563,563.0,8165.669485,14600,8794.314914666667,9691.881059761903
564,564.0,8165.669485,14600,9296.998506333333,10050.940768095235
565,565.0,8165.669485,14600,9799.682098000001,10410.00047642857
566,566.0,8165.669485,14600,10302.365689666667,10769.060184761902
567,567.0,8165.669485,14600,10805.049281333335,11128.119893095234
568,568.0,8165.669485,14600,11307.732873,11487.179601428566
569,569.0,8165.669485,14600,11810.416464666669,11846.239309761899
570,570.0,17595.35093,14600,12313.100056333335,12205.299018095231
571,571.0,15705.92336,14600,12815.783648000002,12387.294757857137
572,572.0,15705.92336,31400,13318.46723966667,12569.290497619042
573,573.0,15705.92336,28000,13821.150831333336,12751.286237380948
574,574.0,15705.92336,28000,14075.944867000002,12933.281977142853
575,575.0,15705.92336,28000,14330.73890266667,13115.277716904759
576,576.0,15705.92336,28000,14585.532938333336,13297.273456666664
577,577.0,15705.92336,28000,14840.326974000001,13479.269196428568
578,578.0,15705.92336,28000,14466.475580000002,13661.264936190473
579,579.0,15705.92336,28000,14218.586024000002,13843.260675952379
580,580.0,15705.92336,28000,13970.696468000002,14025.256415714282
581,581.0,11987.58002,28000,13722.806912000002,13587.733548666663
582,582.0,11987.58002,28000,13474.917356000002,13240.183423047616
583,583.0,11987.58002,21400,13227.027800000002,12892.633297428567
584,584.0,11987.58002,21400,12740.457624133334,12545.08317180952
585,585.0,11987.58002,21400,12253.887448266669,12197.53304619047
586,586.0,11987.58002,21400,11767.317272400001,11849.982920571423
587,587.0,11987.58002,21400,11280.747096533336,11502.432794952378
588,588.0,11987.58002,21400,10794.176920666669,11154.88266933333
589,589.0,11987.58002,21400,10555.496300800001,10807.332543714283
590,590.0,11987.58002,21400,10316.815680933334,10459.782418095238
591,591.0,8407.370722,21400,10078.135061066667,10092.471783476189
592,592.0,8407.370722,21400,9839.454441200001,9902.22511742857
593,593.0,8407.370722,15000,9600.773821333336,9711.978451380952
594,594.0,8407.370722,15000,9334.428488866668,9521.731785333332
595,595.0,8407.370722,15000,9068.0831564,9331.485119285711
596,596.0,8407.370722,15000,8801.737823933334,9141.238453238093
597,597.0,8407.370722,15000,8535.392491466668,8950.991787190473
598,598.0,8407.370722,15000,8269.047159,8760.745121142854
599,599.0,8407.370722,15000,8241.3824464,8570.498455095236
600,600.0,8407.370722,15000,8213.7177338,8380.251789047616
601,601.0,7992.400033,15000,8186.0530212,8190.005122999997
602,602.0,7992.400033,15000,8158.3883086000005,8170.2446139999975
603,603.0,7992.400033,14300,8130.723596000001,8150.484104999998
604,604.0,7992.400033,14300,8103.058883400001,8130.723595999998
605,605.0,7992.400033,14300,8075.394170800001,8110.963086999998
606,606.0,7992.400033,14300,8047.729458200001,7752.248561980951
607,607.0,7992.400033,14300,8020.0647456000015,7393.534036961903
608,608.0,7992.400033,14300,7992.400033000002,7034.819511942856
609,609.0,7992.400033,14300,7517.864410573335,6676.104986923809
610,610.0,7992.400033,14300,7043.328788146668,6317.390461904761
611,611.0,7992.400033,14300,6568.7931657200015,5958.675936885712
612,612.0,7992.400033,14300,6094.2575432933345,5619.721920866665
613,613.0,7992.400033,14300,5619.721920866668,5280.767904847617
614,614.0,7992.400033,14300,5145.186298440001,4941.813888828568
615,615.0,7992.400033,14300,4670.650676013334,4602.85987280952
616,616.0,874.3656966,14300,4196.115053586667,4263.905856790474
617,617.0,874.3656966,14300,3721.5794311600007,3924.9518407714263
618,618.0,874.3656966,1560,3247.0438087333337,3585.9978247523786
619,619.0,874.3656966,1560,2772.5081863066666,3247.0438087333314
620,620.0,874.3656966,1560,2297.97256388,2908.089792714284
621,621.0,874.3656966,1560,1823.436941453334,2569.135776695237
622,622.0,874.3656966,1560,1348.901319026667,2230.1817606761897
623,623.0,874.3656966,1560,874.3656966000001,1891.2277446571422
624,624.0,874.3656966,1560,874.3656966000001,1552.2737286380948
625,625.0,874.3656966,1560,874.3656966000001,1213.3197126190473
626,626.0,874.3656966,1560,874.3656966000001,874.3656965999998
627,627.0,874.3656966,1560,874.3656966000001,874.3656965999998
628,628.0,874.3656966,1560,874.3656966000001,874.3656965999998
629,629.0,874.3656966,1560,874.3656966000001,874.3656965999998
630,630.0,874.3656966,1560,874.3656966000001,933.9601209999997
631,631.0,874.3656966,1560,874.3656966000001,993.5545453999997
632,632.0,874.3656966,1560,874.3656966000001,1053.1489697999996
633,633.0,874.3656966,1560,957.7978907600001,1112.7433941999996
634,634.0,874.3656966,1560,1041.23008492,1172.3378185999995
635,635.0,874.3656966,1560,1124.6622790800002,1231.9322429999995
636,636.0,874.3656966,1560,1208.09447324,1291.5266673999995
637,637.0,874.3656966,1560,1291.5266674000002,1351.1210917999995
638,638.0,874.3656966,1560,1374.95886156,1410.7155161999995
639,639.0,874.3656966,1560,1458.3910557200002,1470.3099405999994
640,640.0,2125.848609,1560,1541.82324988,1529.9043649999994
641,641.0,2125.848609,1560,1625.2554440400002,1589.4987893999994
642,642.0,2125.848609,3800,1708.6876382000003,1649.0932137999994
643,643.0,2125.848609,3800,1792.1198323600004,1708.6876381999994
644,644.0,2125.848609,3800,1875.5520265200005,1768.2820625999993
645,645.0,2125.848609,3800,1958.9842206800006,1827.8764869999995
646,646.0,2125.848609,3800,2042.4164148400007,1887.4709113999993
647,647.0,2125.848609,3800,2125.8486090000006,1947.0653357999995
648,648.0,2125.848609,3800,2125.8486090000006,2006.6597601999995
649,649.0,2125.848609,3800,2125.8486090000006,2066.2541845999995
650,650.0,2125.848609,3800,2125.8486090000006,2125.848608999999
651,651.0,2125.848609,3800,2125.8486090000006,2125.848608999999
652,652.0,2125.848609,3800,2125.8486090000006,2125.848608999999
653,653.0,2125.848609,3800,2125.8486090000006,2125.848608999999
654,654.0,2125.848609,3800,2125.8486090000006,2125.848608999999
655,655.0,2125.848609,3800,2125.8486090000006,2125.848608999999
656,656.0,2125.848609,3800,2125.8486090000006,2125.848608999999
657,657.0,2125.848609,3800,2125.8486090000006,2125.848608999999
658,658.0,2125.848609,3800,2125.8486090000006,2125.848608999999
659,659.0,2125.848609,3800,2125.8486090000006,2125.848608999999
660,660.0,2125.848609,3800,2125.8486090000006,2455.089404571428
661,661.0,2125.848609,3800,2125.8486090000006,2784.3302001428565
662,662.0,2125.848609,3800,2125.8486090000006,3113.570995714285
663,663.0,2125.848609,3800,2586.7857228000007,3442.8117912857133
664,664.0,2125.848609,3800,3047.722836600001,3772.0525868571417
665,665.0,2125.848609,3800,3508.659950400001,4144.915986476189
666,666.0,2125.848609,3800,3969.597064200001,4517.779386095235
667,667.0,2125.848609,3800,4430.534178000001,4890.6427857142835
668,668.0,2125.848609,3800,4952.542937466667,5263.506185333331
669,669.0,2125.848609,3800,5474.551696933335,5636.369584952379
670,670.0,9039.905316,3800,5996.560456400001,6009.232984571427
671,671.0,9039.905316,3800,6518.569215866667,6382.096384190474
672,672.0,9039.905316,16100,7040.577975333334,6754.959783809522
673,673.0,9039.905316,16100,7562.586734800001,7127.823183428569
674,674.0,9039.905316,16100,8084.595494266668,7500.686583047616
675,675.0,9955.980001,16100,8606.604253733334,7873.549982666664
676,676.0,9955.980001,16100,9128.613013200002,8246.413382285711
677,677.0,9955.980001,17800,9650.621772666667,8619.276781904759
678,678.0,9955.980001,17800,9711.693418333334,8992.140181523806
679,679.0,9955.980001,17800,9772.765064000001,9365.003581142855
680,680.0,9955.980001,17800,9833.836709666668,9815.268138333331
681,681.0,9955.980001,17800,9894.908355333335,9936.291899952379
682,682.0,9955.980001,17800,9955.980001000002,10057.315661571427
683,683.0,9955.980001,17800,10064.341621600002,10178.339423190475
684,684.0,9955.980001,17800,10172.703242200001,10299.363184809523
685,685.0,9955.980001,17800,10281.064862800002,10420.386946428569
686,686.0,9955.980001,17800,10389.426483400002,10497.788103999997
687,687.0,9955.980001,17800,10497.788104000001,10575.189261571426
688,688.0,9955.980001,17800,10606.149724600002,10652.590419142854
689,689.0,9955.980001,17800,10714.511345200002,10729.991576714283
690,690.0,11581.40431,17800,10822.872965800003,10915.045455238092
691,691.0,11581.40431,17800,10931.234586400002,11040.504909476187
692,692.0,11581.40431,20700,11039.596207,11165.964363714282
693,693.0,11581.40431,20700,11298.671636933334,11291.423817952378
694,694.0,11581.40431,20700,11474.314872866667,11416.883272190473
695,695.0,11581.40431,20700,11649.958108800001,11542.342726428567
696,696.0,11581.40431,20700,11825.601344733335,11667.802180666662
697,697.0,11581.40431,20700,12001.244580666667,11793.261634904757
698,698.0,11581.40431,20700,12068.526196000003,11918.721089142851
699,699.0,11581.40431,20700,12135.807811333336,12044.180543380946
700,700.0,13842.11145,20700,12203.089426666667,12169.63999761904
701,701.0,12590.62854,20700,12270.371042000002,12217.698294285708
702,702.0,12590.62854,24700,12337.652657333336,12265.756590952375
703,703.0,12590.62854,22500,12404.934272666667,12313.81488761904
704,704.0,12590.62854,22500,12472.215888,12361.873184285709
705,705.0,12590.62854,22500,12539.497503333334,12409.931480952375
706,706.0,12590.62854,22500,12606.779118666667,12457.989777619041
707,707.0,12590.62854,22500,12674.060734000002,12506.048074285707
708,708.0,12590.62854,22500,12590.628540000002,12554.106370952373
709,709.0,12590.62854,22500,12590.628540000002,12602.164667619043
710,710.0,12590.62854,22500,12590.628540000002,12812.18717619047
711,711.0,12590.62854,22500,12590.628540000002,12729.540613809517
712,712.0,12590.62854,22500,12590.628540000002,12706.488475714279
713,713.0,12590.62854,22500,12817.378436666668,12683.436337619041
714,714.0,12590.62854,22500,12785.105443333336,12660.384199523804
715,715.0,12590.62854,22500,12752.832450000002,12637.332061428566
716,716.0,12590.62854,22500,12720.559456666668,12614.279923333324
717,717.0,12590.62854,22500,12688.286463333334,12591.227785238087
718,718.0,12590.62854,22500,12656.013470000002,12568.175647142849
719,719.0,12590.62854,22500,12623.740476666668,12545.123509047611
720,720.0,15991.87699,22500,12591.467483333334,12522.071370952373
721,721.0,12106.53364,22500,12559.194490000002,12499.019232857136
722,722.0,12106.53364,28600,12526.921496666668,12475.967094761898
723,723.0,12106.53364,21600,12494.648503333334,12452.91495666666
724,724.0,12106.53364,21600,12462.375510000002,12429.862818571422
725,725.0,12106.53364,21600,12430.102516666668,12406.810680476185
726,726.0,12106.53364,21600,12397.829523333336,12383.758542380947
727,727.0,12106.53364,21600,12365.556530000002,12360.70640428571
728,728.0,12106.53364,21600,12106.533640000001,12337.654266190471
729,729.0,12106.53364,21600,12106.533640000001,12314.602128095234
730,730.0,12106.53364,21600,12106.533640000001,12291.549989999996
731,731.0,12106.53364,21600,12106.533640000001,12106.533639999996
732,732.0,12106.53364,21600,12106.533640000001,12106.533639999996
733,733.0,12106.53364,21600,12106.533640000001,12106.533639999996
734,734.0,12106.53364,21600,12106.533640000001,12106.533639999996
735,735.0,12106.53364,21600,12106.533640000001,12157.97848571428
736,736.0,12106.53364,21600,12106.533640000001,12209.423331428567
737,737.0,12106.53364,21600,12106.533640000001,12260.868177142851
738,738.0,12106.53364,21600,12178.556424000002,12312.313022857137
739,739.0,12106.53364,21600,12250.579208000001,12363.757868571423
740,740.0,12106.53364,21600,12322.601992000002,12483.478879523806
741,741.0,12106.53364,21600,12394.624776,12482.176129047615
742,742.0,12106.53364,21600,12466.647560000001,12480.873378571425
743,743.0,12106.53364,21600,12634.256975333336,12479.570628095234
744,744.0,12106.53364,21600,12632.433124666668,12478.267877619044
745,745.0,13186.8754,21600,12630.609274000002,12476.965127142854
746,746.0,13186.8754,21600,12628.785423333336,12475.662376666663
747,747.0,13186.8754,23500,12626.961572666669,12474.359626190473
748,748.0,13186.8754,23500,12625.137722000001,12473.056875714283
749,749.0,13186.8754,23500,12623.313871333336,12471.754125238092
750,750.0,14620.67487,23500,12621.490020666668,12470.451374761902
751,751.0,12079.17588,23500,12619.666170000002,12254.56128085714
752,752.0,12079.17588,26100,12617.842319333335,12038.671186952379
753,753.0,12079.17588,21600,12543.995684666668,11822.781093047615
754,754.0,12079.17588,21600,12169.726769200002,11606.890999142855
755,755.0,12079.17588,21600,11795.457853733336,11391.000905238092
756,756.0,12079.17588,21600,11421.188938266669,11123.665965619046
757,757.0,12079.17588,21600,11046.920022800003,10856.331025999996
758,758.0,12079.17588,21600,10577.064476000001,10588.99608638095
759,759.0,12079.17588,21600,10276.642195200002,10321.661146761902
760,760.0,12079.17588,21600,9976.219914400002,10054.326207142854
761,761.0,7572.841668,21600,9675.797633600001,9718.71510228571
762,762.0,7572.841668,21600,9375.3753528,9504.12775885714
763,763.0,7572.841668,13500,9074.953072,9289.540415428568
764,764.0,7572.841668,13500,8774.5307912,9074.953071999997
765,765.0,7572.841668,13500,8474.108510400001,9223.489179619046
766,766.0,7572.841668,13500,8173.686229600003,9372.025287238093
767,767.0,7572.841668,13500,7873.263948800001,9520.56139485714
768,768.0,7572.841668,13500,8081.214499466669,9669.097502476188
769,769.0,7572.841668,13500,8589.587330933335,9817.633610095236
770,770.0,7572.841668,13500,9097.960162400002,9989.983842952377
771,771.0,7572.841668,13500,9606.332993866668,10162.33407580952
772,772.0,7572.841668,13500,10114.705825333334,10549.271652095234
773,773.0,7572.841668,13500,10656.418432133334,10936.209228380949
774,774.0,7572.841668,13500,11198.131038933336,11323.146804666663
775,775.0,15198.43414,13500,11739.843645733336,11710.084380952378
776,776.0,15198.43414,13500,12281.556252533335,12097.021957238092
777,777.0,15198.43414,27100,12823.268859333333,12483.959533523806
778,778.0,15198.43414,27100,13364.981466133335,12870.89710980952
779,779.0,15198.43414,27100,13906.694072933335,13257.834686095235
780,780.0,15698.53077,27100,14448.406679733334,13644.77226238095
781,781.0,15698.53077,27100,14990.119286533334,14031.709838666664
782,782.0,15698.53077,28000,15531.831893333334,14418.647414952378
783,783.0,15698.53077,28000,15565.171668666668,14805.584991238093
784,784.0,15698.53077,28000,15598.511444000002,15192.522567523807
785,785.0,15698.53077,28000,15631.851219333335,15579.460143809521
786,786.0,15698.53077,28000,15665.19099466667,15603.274269047617
787,787.0,15698.53077,28000,15698.530770000001,15627.08839428571
788,788.0,15698.53077,28000,15698.530770000001,15650.902519523806
789,789.0,15698.53077,28000,15698.530770000001,15674.716644761902
790,790.0,15698.53077,28000,15698.530770000001,15916.04024238095
791,791.0,15698.53077,28000,15698.530770000001,16088.406059047617
792,792.0,15698.53077,28000,15698.530770000001,16260.771875714283
793,793.0,15698.53077,28000,16003.044031333335,16433.13769238095
794,794.0,15698.53077,28000,16244.35617466667,16605.503509047616
795,795.0,15698.53077,28000,16485.668318000004,16777.869325714284
796,796.0,15698.53077,28000,16726.980461333336,16950.23514238095
797,797.0,15698.53077,28000,16968.29260466667,17122.600959047617
798,798.0,15698.53077,28000,17209.604748,17294.96677571428
799,799.0,15698.53077,28000,17450.916891333334,17467.33259238095
800,800.0,20266.22969,28000,17692.229034666667,17639.698409047614
801,801.0,19318.21292,28000,17933.541178000003,17812.064225714283
802,802.0,19318.21292,36200,18174.853321333336,17984.430042380947
803,803.0,19318.21292,34500,18416.165464666672,18156.795859047616
804,804.0,19318.21292,34500,18657.477608000005,18329.16167571428
805,805.0,19318.21292,34500,18898.78975133334,18501.52749238095
806,806.0,19318.21292,34500,19140.10189466667,18673.893309047613
807,807.0,19318.21292,34500,19381.414038000006,18846.25912571428
808,808.0,19318.21292,34500,19318.212920000005,19018.624942380946
809,809.0,19318.21292,34500,19318.212920000005,19190.990759047614
810,810.0,19318.21292,34500,19318.212920000005,19444.55818761904
811,811.0,19318.21292,34500,19318.212920000005,19480.61614380952
812,812.0,19318.21292,34500,19318.212920000005,19561.81775571428
813,813.0,19318.21292,34500,19431.895176666672,19643.019367619043
814,814.0,19318.21292,34500,19545.57743333334,19724.220979523805
815,815.0,19318.21292,34500,19659.259690000003,19805.422591428567
816,816.0,19318.21292,34500,19772.94194666667,19769.803646666664
817,817.0,19318.21292,34500,19886.624203333333,19734.184701904756
818,818.0,19318.21292,34500,20000.30646,19698.565757142853
819,819.0,19318.21292,34500,19950.439937333336,19662.946812380946
820,820.0,21023.44677,34500,19900.57341466667,19627.327867619042
821,821.0,21023.44677,34500,19850.706892000002,19081.383021571422
822,822.0,21023.44677,37500,19800.840369333335,18535.438175523803
823,823.0,21023.44677,37500,19750.97384666667,17989.493329476183
824,824.0,21023.44677,37500,18986.651062200002,17443.548483428567
825,825.0,21023.44677,37500,18222.328277733337,16897.603637380947
826,826.0,18570.21508,37500,17458.00549326667,16351.658791333328
827,827.0,18570.21508,37500,16693.682708800003,15805.71394528571
828,828.0,18570.21508,33200,15815.67766766667,15259.76909923809
829,829.0,18570.21508,33200,14937.672626533336,14713.824253190473
830,830.0,18570.21508,33200,14059.667585400002,14167.879407142855
831,831.0,7853.371153,33200,13181.66254426667,13540.732949190473
832,832.0,7853.371153,33200,12303.657503133336,12913.586491238093
833,833.0,7853.371153,14000,11425.652462000004,12286.440033285711
834,834.0,7853.371153,14000,10711.196200200002,11659.29357533333
835,835.0,7853.371153,14000,9996.739938400002,11032.14711738095
836,836.0,7853.371153,14000,9282.283676600002,10405.000659428568
837,837.0,7853.371153,14000,8567.827414800002,9894.674758142854
838,838.0,7853.371153,14000,7853.371153000002,9384.348856857137
839,839.0,7853.371153,14000,7853.371153000002,8874.022955571423
840,840.0,7853.371153,14000,7853.371153000002,8363.69705428571
841,841.0,7853.371153,14000,7853.371153000002,7670.4691227619005
842,842.0,7853.371153,14000,7853.371153000002,7487.5670925238055
843,843.0,7853.371153,14000,7853.371153000002,7304.6650622857105
844,844.0,7853.371153,14000,7597.308310666669,7121.7630320476155
845,845.0,7853.371153,14000,7341.245468333335,6938.8610018095205
846,846.0,7853.371153,14000,7085.182626000002,6755.958971571425
847,847.0,7853.371153,14000,6829.119783666668,6573.05694133333
848,848.0,7853.371153,14000,6573.056941333334,6390.154911095235
849,849.0,7853.371153,14000,6316.9940990000005,6207.25288085714
850,850.0,7853.371153,14000,6060.931256666667,6024.350850619045
851,851.0,4012.428518,14000,5804.868414333334,5841.44882038095
852,852.0,4012.428518,14000,5548.805572,5658.546790142855
853,853.0,4012.428518,7170,5292.742729666667,5475.64475990476
854,854.0,4012.428518,7170,5036.679887333334,5292.742729666665
855,855.0,4012.428518,7170,4780.617045000001,5109.84069942857
856,856.0,4012.428518,7170,4524.554202666667,4926.938669190475
857,857.0,4012.428518,7170,4268.491360333333,4744.03663895238
858,858.0,4012.428518,7170,4012.4285180000006,4561.134608714285
859,859.0,4012.428518,7170,4012.4285180000006,4378.232578476189
860,860.0,4012.428518,7170,4012.4285180000006,4195.330548238094
861,861.0,4012.428518,7170,4012.4285180000006,4012.428517999999
862,862.0,4012.428518,7170,4012.4285180000006,4012.428517999999
863,863.0,4012.428518,7170,4012.4285180000006,4012.428517999999
864,864.0,4012.428518,7170,4012.4285180000006,4012.428517999999
865,865.0,4012.428518,7170,4012.4285180000006,4012.428517999999
866,866.0,4012.428518,7170,4012.4285180000006,4012.428517999999
867,867.0,4012.428518,7170,4012.4285180000006,4012.428517999999
868,868.0,4012.428518,7170,4012.4285180000006,4012.428517999999
869,869.0,4012.428518,7170,4012.4285180000006,4012.428517999999
870,870.0,4012.428518,7170,4012.4285180000006,4012.428517999999
871,871.0,4012.428518,7170,4012.4285180000006,3821.360493333332
872,872.0,4012.428518,7170,4012.4285180000006,3630.2924686666656
873,873.0,4012.428518,7170,4012.4285180000006,3439.224443999999
874,874.0,4012.428518,7170,3744.933283466667,3248.1564193333325
875,875.0,4012.428518,7170,3477.438048933334,3057.088394666666
876,876.0,4012.428518,7170,3209.9428144000003,2866.0203699999993
877,877.0,4012.428518,7170,2942.447579866667,2674.9523453333327
878,878.0,4012.428518,7170,2674.9523453333336,2483.884320666666
879,879.0,4012.428518,7170,2407.4571108,2292.8162959999995
880,880.0,4012.428518,7170,2139.961876266667,2101.748271333333
881,881.0,0.0,7170,1872.4666417333337,1910.680246666666
882,882.0,0.0,7170,1604.9714072000004,1719.6122219999995
883,883.0,0.0,0,1337.476172666667,1528.544197333333
884,884.0,0.0,0,1069.9809381333337,1337.4761726666663
885,885.0,0.0,0,802.4857036000002,1146.4081479999998
886,886.0,0.0,0,534.9904690666668,955.340123333333
887,887.0,0.0,0,267.4952345333334,764.2720986666665
888,888.0,0.0,0,0.0,573.2040739999999
889,889.0,0.0,0,0.0,382.13604933333323
890,890.0,0.0,0,0.0,303.0042131904761
891,891.0,0.0,0,0.0,223.87237704761898
892,892.0,0.0,0,0.0,335.80856557142846
893,893.0,0.0,0,156.71066393333336,447.74475409523797
894,894.0,0.0,0,313.42132786666673,559.6809426190474
895,895.0,0.0,0,470.1319918000001,671.6171311428569
896,896.0,0.0,0,626.8426557333335,783.5533196666664
897,897.0,0.0,0,783.5533196666669,895.4895081904759
898,898.0,0.0,0,940.2639836000003,1007.4256967142854
899,899.0,0.0,0,1096.9746475333336,1119.3618852380948
900,900.0,2350.659959,0,1253.685311466667,1231.2980737619043
901,901.0,2350.659959,0,1410.3959754000002,1343.2342622857138
902,902.0,2350.659959,4200,1567.1066393333338,1455.1704508095233
903,903.0,2350.659959,4200,1723.817303266667,1567.1066393333329
904,904.0,2350.659959,4200,1880.5279672000004,1679.0428278571424
905,905.0,2350.659959,4200,2037.238631133334,1790.9790163809519
906,906.0,2350.659959,4200,2193.949295066667,1902.9152049047614
907,907.0,2350.659959,4200,2350.659959000001,2014.8513934285709
908,908.0,2350.659959,4200,2350.659959000001,2126.78758195238
909,909.0,2350.659959,4200,2350.659959000001,2238.7237704761897
910,910.0,2350.659959,4200,2350.659959000001,2350.659958999999
911,911.0,2350.659959,4200,2350.659959000001,2350.659958999999
912,912.0,2350.659959,4200,2350.659959000001,2350.659958999999
913,913.0,2350.659959,4200,2350.659959000001,2350.659958999999
914,914.0,2350.659959,4200,2350.659959000001,2350.659958999999
915,915.0,2350.659959,4200,2350.659959000001,2350.659958999999
916,916.0,2350.659959,4200,2350.659959000001,2350.659958999999
917,917.0,2350.659959,4200,2350.659959000001,2350.659958999999
