,times,Raw_rift_length,Raw_rift_length_multiplier,yhat_rifts_15,yhat_rifts_21
391,391.0,11165.0,11165,11159.6,10936.714285714279
392,392.0,11165.0,11165,10856.2,10719.999999999995
393,393.0,11165.0,11165,10552.800000000001,10503.28571428571
394,394.0,11165.0,11165,10348.733333333334,10286.571428571424
395,395.0,11165.0,11165,10144.666666666668,10069.85714285714
396,396.0,11165.0,11165,9940.6,9853.142857142853
397,397.0,11165.0,11165,9736.533333333335,9707.380952380949
398,398.0,8104.0,8104,9532.466666666669,9561.619047619044
399,399.0,8104.0,8104,9328.400000000001,9415.85714285714
400,400.0,8104.0,8104,9124.333333333336,9270.095238095235
401,401.0,8104.0,8104,8920.266666666668,9124.33333333333
402,402.0,8104.0,8104,8716.200000000003,8978.571428571426
403,403.0,8104.0,8104,8512.133333333335,8832.809523809523
404,404.0,8104.0,8104,8308.06666666667,8687.047619047618
405,405.0,8104.0,8104,8104.000000000003,8541.285714285712
406,406.0,8104.0,8104,8104.000000000003,8211.523809523807
407,407.0,8104.0,8104,8104.000000000003,7881.761904761903
408,408.0,8104.0,8104,8104.000000000003,7551.999999999998
409,409.0,8104.0,8104,7846.400000000002,7367.999999999998
410,410.0,8104.0,8104,7588.800000000002,7183.999999999999
411,411.0,8104.0,8104,7331.200000000002,6999.999999999999
412,412.0,8104.0,8104,7073.600000000001,6815.999999999999
413,413.0,8104.0,8104,6816.000000000002,6690.571428571428
414,414.0,8104.0,8104,6558.4000000000015,6565.142857142857
415,415.0,8104.0,8104,6300.800000000001,6439.714285714285
416,416.0,4240.0,4240,6125.200000000001,6314.285714285714
417,417.0,4240.0,4240,5949.6,6188.857142857142
418,418.0,4240.0,4240,5774.0,6063.428571428571
419,419.0,4240.0,4240,5598.4,5937.999999999999
420,420.0,4240.0,4240,5422.8,5812.5714285714275
421,421.0,4240.0,4240,5247.200000000001,5687.142857142856
422,422.0,4240.0,4240,5071.6,5561.714285714284
423,423.0,5470.0,5470,4896.0,5436.285714285713
424,424.0,5470.0,5470,4978.0,5310.857142857141
425,425.0,5470.0,5470,5060.0,5185.42857142857
426,426.0,5470.0,5470,5142.0,5059.999999999999
427,427.0,5470.0,5470,5224.0,5118.5714285714275
428,428.0,5470.0,5470,5306.0,5177.142857142855
429,429.0,5470.0,5470,5388.0,5235.714285714284
430,430.0,5470.0,5470,5470.0,5294.285714285712
431,431.0,5470.0,5470,5470.0,5352.857142857141
432,432.0,5470.0,5470,5470.0,5411.428571428569
433,433.0,5470.0,5470,5470.0,5469.999999999998
434,434.0,5470.0,5470,5470.0,5373.333333333331
435,435.0,5470.0,5470,5470.0,5276.666666666664
436,436.0,5470.0,5470,5470.0,5179.999999999998
437,437.0,5470.0,5470,5334.666666666667,5083.333333333332
438,438.0,5470.0,5470,5199.333333333334,4986.666666666665
439,439.0,5470.0,5470,5064.0,4889.999999999999
440,440.0,5470.0,5470,4928.666666666667,4793.333333333332
441,441.0,5470.0,5470,4793.333333333334,4532.857142857142
442,442.0,5470.0,5470,4658.0,4272.380952380951
443,443.0,5470.0,5470,4522.666666666667,4011.904761904761
444,444.0,3440.0,3440,4158.0,3751.4285714285706
445,445.0,3440.0,3440,3793.3333333333335,3490.9523809523803
446,446.0,3440.0,3440,3428.6666666666674,3230.47619047619
447,447.0,3440.0,3440,3064.0000000000005,2969.999999999999
448,448.0,3440.0,3440,2699.333333333334,2709.523809523809
449,449.0,3440.0,3440,2334.6666666666674,2449.047619047619
450,450.0,3440.0,3440,1970.0000000000007,2358.317079571428
451,451.0,0.0,3440,1605.3333333333337,2267.586540095238
452,452.0,0.0,3440,1376.0000000000005,2176.8560006190473
453,453.0,0.0,3440,1384.3105780666672,2086.1254611428567
454,454.0,0.0,3440,1392.6211561333337,1995.394921666666
455,455.0,0.0,3440,1400.9317342000002,2001.331048857142
456,456.0,0.0,6370,1409.2423122666669,2007.2671760476182
457,457.0,0.0,6370,1417.5528903333336,2013.2033032380946
458,458.0,0.0,6370,1425.8634684000003,2019.1394304285707
459,459.0,0.0,6370,1663.5073798000003,2025.075557619047
460,460.0,3564.658671,6370,1901.1512912000003,2262.11556295238
461,461.0,3564.658671,6370,2138.7952026000003,2329.4099173333325
462,462.0,3564.658671,6370,2376.4391140000007,2560.5137955238088
463,463.0,3564.658671,6370,2937.6284548000003,2791.617673714285
464,464.0,3564.658671,6370,3261.173884266667,3022.7215519047613
465,465.0,3564.658671,6370,3584.7193137333334,3253.825430095237
466,466.0,3564.658671,6370,3908.2647432000003,3484.929308285713
467,467.0,3564.658671,6370,4231.810172666667,3716.0331864761893
