# Age	Deep_ocean_temp 	"(Scotese et al., ESR, 2021)"
752.5228948	2.9435344	
752.6370475	2.9645662	
752.7512001	2.9852355	
752.8653528	3.0055048	
752.9795054	3.023416	
753.1692206	3.0528307	
753.3589357	3.0832474	
753.5486509	3.1150451	
753.738366	3.1487427	
753.9280812	3.1853163	
754.1177964	3.2260766	
754.2046306	3.2466648	
754.2914649	3.2687421	
754.3782991	3.2926278	
754.4651334	3.3186157	
754.5519677	3.3471045	
754.5851956	3.358747	
754.6184235	3.3708556	
754.6516515	3.3834684	
754.6848794	3.3966711	
754.7323441	3.4165072	
754.7977038	3.4456296	
754.8408987	3.4663301	
754.8840937	3.488112	
754.9272887	3.5110278	
754.9704837	3.5356336	
755.0270745	3.5704885	
755.1028	3.6169519	
755.1785256	3.6631968	
755.2542511	3.7090995	
755.3299766	3.7544909	
755.4057021	3.8002977	
755.6581205	3.9496961	
755.9105389	4.0963545	
756.1629573	4.2398157	
756.4153757	4.3810611	
756.6677941	4.5208607	
756.7354918	4.5580435	
756.8031894	4.5951171	
756.8708871	4.6320515	
756.9385848	4.6688089	
757.0062824	4.7056236	
757.0739801	4.7433338	
757.299639	4.8646469	
757.5252979	4.9829507	
757.7509568	5.1001563	
757.8096141	5.1306353	
757.8682713	5.1611242	
757.9269286	5.1916275	
757.9855859	5.2221122	
758.0442432	5.2528229	
758.1119945	5.2883925	
758.1797457	5.3242745	
758.247497	5.3605461	
758.3152483	5.3972726	
758.3607561	5.4222937	
758.4062639	5.4475799	
758.4517716	5.4731865	
758.4972794	5.4993181	
758.524994	5.5153351	
758.5527086	5.5316672	
758.5804232	5.5463839	
758.6081378	5.5568557	
758.6358524	5.567297	
758.714025	5.5965686	
758.7921977	5.6254716	
758.8703704	5.6540542	
758.948543	5.6822906	
759.0267157	5.70995	
759.1048883	5.7379675	
759.2433802	5.7850051	
759.3818721	5.8289328	
759.5203639	5.8689442	
759.6588558	5.9052916	
759.7973476	5.9392605	
759.8916486	5.9586997	
759.9859496	5.9689879	
760.0802505	5.9776988	
760.1745515	5.9863834	
760.2688524	5.9950027	
760.384196	6.0053821	
760.4995397	6.0155954	
760.6148833	6.0257249	
760.7302269	6.0357995	
760.8455706	6.0460329	
761.2300493	6.0746636	
761.2828497	6.078589	
761.3356501	6.082509	
761.3884504	6.086421	
761.4412508	6.0903196	
761.4940512	6.0941782	
761.609383	6.1026344	
761.7247148	6.1110101	
761.8400466	6.1192665	
761.9553784	6.1273012	
762.0396916	6.1330719	
762.1240048	6.1388288	
762.208318	6.1445646	
762.2926311	6.1502824	
762.3472898	6.1539903	
762.4019485	6.1577058	
762.4566072	6.1614037	
762.5112659	6.1651053	
762.5659246	6.1688223	
762.6258544	6.1729422	
762.6857842	6.1770992	
762.7457139	6.1812935	
762.8056437	6.1855197	
762.8655735	6.1898179	
762.9255032	6.1947875	
763.3442564	6.2262211	
763.7630095	6.2595329	
764.1817626	6.294342	
764.6005158	6.3281155	
765.0192689	6.363553	
765.2078251	6.3791685	
765.3963813	6.3938589	
765.5849375	6.4178905	
765.7734937	6.4235401	
765.9620499	6.4328084	
766.483884	6.4454784	
767.0057182	6.471971	
767.5275524	6.4989266	
767.6387146	6.5047326	
767.7498767	6.5105815	
767.8610389	6.5164676	
767.972201	6.5223951	
768.0833632	6.5283737	
768.1737651	6.5332665	
768.264167	6.5382061	
768.354569	6.5431552	
768.4449709	6.5481467	
768.5353728	6.5531301	
768.6257747	6.5584769	
768.7933972	6.5677776	
768.9610197	6.57687	
769.1286422	6.584971	
769.2962647	6.5913358	
769.4638872	6.5949969	
769.5159531	6.5953465	
769.568019	6.5951905	
769.6200848	6.594492	
769.6721507	6.5932446	
769.7242166	6.5912762	
769.774165	6.5885458	
769.8241134	6.5846596	
769.8740618	6.5798092	
769.9240101	6.5747666	
769.9739585	6.5684319	
770.0239069	6.5605659	
770.1352475	6.5436349	
770.2465881	6.5275359	
770.3579287	6.5127754	
770.4692693	6.4988465	
770.5806099	6.4885535	
770.6919505	6.4838023	
770.7773128	6.4814568	
770.8626751	6.4807181	
770.9480374	6.4843826	
771.0333998	6.4932246	
771.1187621	6.5013876	
771.4033031	6.5311246	
771.6557673	6.5578337	
771.9082314	6.5819693	
772.1606956	6.6047764	
772.4131598	6.6276336	
772.665624	6.6503325	
772.7349334	6.6564798	
772.8042429	6.6625981	
772.8735524	6.6687021	
772.9428618	6.6747732	
773.0121713	6.6808238	
773.180412	6.6954632	
773.3486527	6.7101879	
773.5168934	6.7250233	
773.6851342	6.7401791	
773.8533749	6.756012	
774.0216156	6.7726364	
774.1266653	6.7839842	
774.2317149	6.7963166	
774.3367645	6.8100624	
774.4418142	6.8258381	
774.5468638	6.8447719	
774.5988142	6.8551922	
774.6507646	6.8664503	
774.702715	6.8776975	
774.7546654	6.8885884	
774.9278335	6.9452	
775.1010015	7.0189261	
775.2741696	7.0902648	
775.3619728	7.1254835	
775.449776	7.1597266	
775.5375792	7.1928492	
775.6253824	7.2244978	
775.6379569	7.2288485	
775.6505313	7.2331614	
775.6631057	7.237504	
775.6756802	7.2393713	
775.8443847	7.2978368	
776.0130892	7.3305483	
776.2180354	7.3708944	
776.4229815	7.4119301	
776.4596734	7.4194231	
776.4963653	7.4269819	
776.5330573	7.4346142	
776.5697492	7.4423442	
776.6064411	7.4500704	
776.7287475	7.4771757	
776.851054	7.5061784	
776.9733604	7.5376363	
777.0956668	7.5729804	
777.1775326	7.5988483	
777.2593985	7.6267729	
777.3412643	7.6568174	
777.4231301	7.6904545	
777.4552627	7.7040234	
777.4873952	7.7200599	
777.5195278	7.7303724	
777.5516603	7.7310286	
777.6587688	7.7332158	
777.7658774	7.735393	
777.8729859	7.7375832	
778.0829357	7.7417984	
778.2928856	7.7459393	
778.5028355	7.7499795	
778.7127853	7.7538872	
778.9227352	7.7575984	
778.9690014	7.7583809	
779.0152676	7.7591491	
779.0615338	7.759903	
779.1078	7.7606406	
779.1540662	7.7613616	
779.3082869	7.7636294	
779.4625076	7.765646	
779.5122849	7.7662382	
779.5620622	7.7667961	
779.6118394	7.7673206	
779.6616167	7.7678094	
779.679746	7.7679772	
779.6978754	7.7681403	
779.7160047	7.7682991	
779.734134	7.7684522	
779.7569425	7.7686367	
779.779751	7.7688131	
779.8025595	7.76898	
779.825368	7.7691374	
779.8481765	7.769278	
779.9242049	7.7697673	
780.0002332	7.7700515	
1000	7.7700515	
